,0
311,블레이저 처음 구매해봤는데 만족스럽고 저처럼 처음 사시는분들한테는 깔끔하고 무난한 검정색이라서 추천해요
312,몸에 딱맞는 핏이여서 겉에 코트입기 너무 좋습니다!
313,후기가 늦었는데.. 제품 마감이 별롭니다.. 바꾸기도 귀찬네요.. 겨드랑이 박음질이 터져 있습니다..
314,저는 마르고 어깨가 있는 편인데 허리 기장은 딱 맞지만 팔쪽부분이 살짝 짧은것 같습니다. 저랑 비슷한 체형은 참고하세요
315,처음사보는 블레이저 좋네요. 심플하니 정말 기본에 충실한 무신사 제품!! 잘 입을게요
316,직장인 출근용 데일리 전투복으로 활용하고 있습니다. 원단 퀄리티도 좋고 핏감도 괜찮네요. 세일할때 쟁여두는 제품입니다.
317,가볍게 격식 챙길때 입기 좋습니다 싼티 안나고 괜찮네요
318,기본템이 없어서 하나 장만했습니다 무난하네여
319,무탠다드 기본템 사이즈도 좋고 무난하게 좋습니다
320,입기 편하고 좋아요 핏도 잘 맞아 떨어집니다 재구매 의사 있습니다
321,블레이저 처음사봤는데 이쁜거같습니다 핏도 적당해요
322,생각하던 핏에 생각하던 색깔에 무난한 느낌의 가성비 블레이저
323,무탠다드라 믿고 구매했습니다~~ 사이즈는 정사이즈입니다
324,가성비 상당히 만족중이며 무난히 편하게 입기 가능
325,정장 느낌으로 샀는데 딱 사이즈 맞고 좋네요 잘입을게요
326,친구 결혼식때 입으려고 급하게 구매했는데 캐쥬얼하고 슬랙스랑 잘 어울리고 착용감도 편했습니다~
327,한 치수 큰 걸 갈 걸 그랬네요 딱 맞긴 한데 좀 아쉬운??
328,좋아요 잘입을게요 무탠다드 감사합니다 좋아요
329,입었을 때 핏도 굉장히 좋고 사이즈도 안 맞을 까봐 걱정했는데 딱 맞아서 좋았어요
330,세미정장의 기본 블레이저로 활용도가 너무 좋네요
331,확실히 포멀해서 급할때 면접용 정장으로 쓰면 좋아요!
332,원했던 핏이 나와서 좋았어요 색깔도 이상없고 박음질도 괜찮았어요
333,갖춰 입기 좋고 안에 질감이 좋아요! 가성비도 있어서 사기 괜찮은듯!
334,면접보려고 샀는데 가격에비해 너무 질좋고 핏이 좋아요 잘입을게요
335,기본에 아주 충실해서 어느 코디이든 잘 매치가 됩니당.
336,무난하게 믿고사는 무텐다드입니다 기본템 구매하실거면 고민 xx
337,옷이 소매가 긴부분만 수선하면 이쁠것같습니다.
338,조금 타이트하긴 하지만 핏자체는 이쁘고 맘에듭니더
339,소매가 조금 길어서 수선이 필요합니다 총장이 조금 짧았으면 좀더 좋았겠단 생각이 드네요 지금까지 사본 자켓중에서 풀질이 좋은편입니다
340,요즘 운동을 안해서 근육이 빠졌더니 l사이즈가 맞네요 블레이저는 무난하고 이쁩니다.
341,사이즈가 생각보다 살짝 컸지만 그래도 입을만해요! 봄 가을에 자주 꺼내 입을 것 같아요 ㅎㅎ
342,덩치가 되게 커 보이긴 하지만 딱 적당한 오버핏이고 잘 입을 거 같아요
343,기본 슬렉스랑 싸게 잘샀습니다. 세트로 잘입을께요
344,가장 기본 블레이저로 가성비하나는 베스트입니다
345,"좋네요. 엥간한 스파 브랜드들 보다 이쁩니다. 재질도 좋은편. 루즈핏 , 오버핏도 시도해볼 예정입니다."
346,이뻐요 기본템으로 딱인데 핏도 너무 좋고 부하지도 않고 추천
347,결혼식 때 잘 입었네요 하나쯤은 꼭 가지고 있어야 할 아이템
348,무난하고 전혀 저렴해보이지않고 정갈한 블레이져에요
349,어깨 쪽이 사알짝 끼는듯하는데 살빼면 될듯해요 허허…
350,크기가 적당해서 편하게 입고다닐수 있을것 같습니다
351,생각보다 얇지 않아서 좋았어요 어깨가 편하고 팔길이도 괜찮았습니다
352,역시 무신사스텐다드 너무 좋아요ㅠㅠ 깔끔하고 핏도 좋고 잘 맞습니다
353,이쁩니다 가성비도 좋고 옷 자체도 매우 이쁘고 좋네요
354,원단 느낌도 좋은 것 같고 이만하면 가성비로는 갑인 것 같네요
355,사이즈도 적당하고 깔끔하네요 역사 블레이저는 무탠다드가 최고인듯
356,너무 마음에 드네요 자주 착용 할 듯 싶네여~~~~~아주 나이스
357,여성용 오버사이즈 블레이저를 구매하려다가 총장이 이 옷이 더 짧아서 구매했어요! 남성옷이라 어깨는 어쩔 수 없이 부각되네요. 그래도 많이 오버핏은 아니라 마음에 들어요.
358,살이 최근에 좀 쪄서 급하게 입을 블레이져 하나 샀어요 만족합니다
359,몹시 마음에 드는데 펌핑 전에 입을땐 잘 맞았는데
360,무난한 가격에 재질은 그 이상이네요. 핏하게 입기 딱좋아요
361,입으니까 잘어울리고 사이즈도 딱 맞아서 좋아요 올해 가장 잘산 아이템 같아요 감사합니다 !!!
362,진짜 깔끔하다는 생각밖에 안드는 블레이저에요 주변 사람들도 괜찮다고 많이 말하세요
363,생각보다 너무 예쁩니다 스타일도 좋습니다 추천합니다
364,"품질, 사이즈 등 다 좋습니다. 기본템은 역시 무신사"
365,무신사 기본템 저렴하고 무난함 기본으로 하나있으면 쓸곳이 많음
366,어깨가 생각보다 작아요 m샀다가 l로 교환 했습니다 어깨 좀 있으신분은 한사이즈 업 추천
367,되게 핏해서 조금 불편할 수 있어요. 하지만 가성비로 좋은 제품이에요.
368,급하게 필요해서 구매했는데 사이즈좋고 잘썻습니다
369,매번 보기만 하다가 사고싶은 제품을 저렴하게 구했습니다!
370,178에 75키로 XL 너무 잘맞아요 추천합니다
371,좋아요 배송도 빠르고 원단도 좋아요 많이 파세요
372,지인들이 예쁘다네요 잘 입고 다닙니다 추천합니다
373,사진찍는데 셋업으로 아주 유용하게 사용했습니다
374,활용도가 높아서 자주 사용할 고 같아요 추천합니다
375,결혼식장을 가게되어 급하게 샀는데 봄 가을에 입기 적당한거 같습니다
376,배송 빠르고 체격이 조금 있는 편이라xl시켰는데 잘 맞네요
377,봄에 입으면 좋을 것 같고 사이즈가 엄청 괜찮은듯
378,기본템으로 활용하기 정말 좋습니다 잘입을게요
379,사이즈가 잘맞네요 예쁘게 잘입겠스베다^^ 감사합니다
380,라지랑 엑라 고민했는데 상체운동 좀 하신분은 엑라가 편하게 입을수있어요
381,깔끔하고 예뻐유 무난한 블레이저입니당 데일리로도 좋아용
382,생각보다 어깨가 좁아서 아쉽지만 좋은 거 같습니다
383,면접때 잘입었습니다! 슬랙스랑 세트러 입엇어요
384,아들한테 이쁘게 잘 맞아요 가격대비 정말 좋아요
385,실측 봤을 때 넉넉할 거라 생각하고 샀는데 막상 입어보니 거의 딱 맞는 느낌이었어요 두께는 도톰한 편입니다
386,단추 안잠구면 이거만큼 예쁜 블랙 블레이저가 없는듯~
387,비싼 정장 대신 가성비로는 무탠다드 베이식 블레이저가 최고인 것 같습니다 !!
388,깔끔하니좋습니다 소매만 아주약간크고 다른곳 넉넉하게 잘맞습니다. 퀄리티좋습니다 ㅎ
389,벌써 두개째 구매해요 무난하게 막 입기 좋아서 자주입어요
390,하핫하핫하핫하핫하핫하핫하핫하핫하핫하하ㅛ
391,아주 좋아요 핏도 설명하고 잘맞고 옷이 두툼해서 좋았습니다
392,기본입니다 어깨가 있으시면 여유롭진않은데 기본중의 기본핏입니다
393,생각했던 디자인에 사이즈로 기본템으로 좋습니다~~
394,182/74 에 이너 xl입는데 딱 정사이즈 나오는것 같습니다. 두께감은 두껍다는 말이 있었는데 두껍다라고 표현하긴 그렇고 하계용보다는 살짝 얇은느낌? 이네요.
395,정핏 블레이저 이쁘네요! 탄탄하고 좋아서 자주 입을 것 같아요
396,역시 무탠다드는 진리죠 지리죠 필수템 드디어 구매했어요
397,항상 똑같은 느낌의 옷이고 매일 입기도 쉬운 옷이에요
398,생각보다 사이즈도 괜찮고 핏도 괜찮고 조금은 걱정 했는데 처음 사는분들도 그냥 편하게 사이즈 조금 체크 하시고들 하시면 좋을 상품인것같에요.
399,105-110입느데 무지성 구입했는데 작네요 ㅋㅋ살빼고 입어겠어요 제 사의즈는 2xl추천이요
400,두꺼워서 봄 가을에 입기 좋은것 같아요. 자주 입을것 같네요.
401,무난하고 좋습니다 소매부분에 장식용 단추는 개인적으로 별로…
402,팔이 조금 긴듯하지만 전체적으로 잘맞는것같아서 잘입었습니둥
403,무난하게 공적인 자리에 입고가기 좋은 것 같습니다
404,핏 너무 이쁨!! 안에 흰색 티 입고 입으면 너무 이뻐요
405,상품 품질도 좋고 무신사스탠다드 믿고살수있어 좋아요
406,가격에 비해서 퀄리티도 좋고 생각보다 따뜻해요
407,가성비 좋고 기본적인 블레이져에요 추천합니다
408,핏도 예쁘고 가격도 저렴해서 좋아요. 캐쥬얼 비니지스로도 활용가능해요
409,넘나리 마음에듭니다 정말 딱 맞아요 ㅎㅎ 무신사 믿고 사는 브랜드
410,무탠다드 블레이저 말이 필요없네요 만족하고 잘 입겠습니다
411,생각보다 퀄이 좋고 대충입기 좋습니다 가성비 블레이져!
412,사이즈는 ㄱㅊ은데 팔이 조금 짧아ㅜ그래서 좀 아쉬워요ㅜㅡㄴ
413,색감도 좋고 사이즈도 제 몸에 딱 맞아 떨어져서 좋네요
414,저렴한 가격에 잘입을거같네요 감사합니다 굿궁
415,결혼식에 입고 갈려고 구매했습니다. 무난하게 이뻐서 평소에 입기도 좋을것 같네요.
416,이가격에 이정도 퀄리티 민족합니다. 몸매라인 드러나는 정도는 아니라 좋습니다
417,촉감좋고 광택감괜찮고 핏도 어느정도 괜찮르고
418,180/82인데 xl시켰다가 2xl로 감 잘 맞고 예쁨
419,역시 기본템은 무신사 인것 같습니다. 캐주얼하기 청바지에도 매치가 좋고 셋업으로도 좋네요. 날이 좀 풀리면 다른색으로도 구매 해야겠어요
420,어깨가 좁지 않은 편이라 어깨부분이 살짝 끼는 감이 있습니다 어깨가 넓으신 분들은 한 사이즈 크게 입으시면 예쁠 거 같습니다
421,조금 작은 느낌 들면서 맞는거 같고 그래여 ㅋㅋ 어깨가 조금 넓으신분은 L사셔용
422,기본템의 정석. 블레이저 하나 장만 하려면 이거 사세요. 강추!!
423,좀 작긴 한데 살 빼고 입어야 할 듯 하네요 박스 버리고 나서야 제대로 입어보고 작다는 걸 깨달았네요
424,상 다닐 일이 많아서 샀어요 핏은 적당하고 잘 맞아요
425,어디에나 무난하게 입을 수 있고 활동성이 좋아요!!. 색감도 너무 이뻐요~
426,너무 예쁘데 살짝 작은 감이 있어요 하지만 잘 입고 있슴다
427,정핏에 생각보다 어깨부분이 작아서 한사이즈 크게 살까하다가 그냥 만족하고 입어요 지금도 이뻐요
428,"평소 데이트나갈때 가볍게입어도 좋고, 단정하게 차려 입어야할때도 여러모로 입기좋습니다."
429,완전 기본템 무난하게 어디든 입을 수 있어서 조아용
430,블레이저 예쁘긴한데 너무 정사이즈로 샀습니다 한사이즈 크게 가셔도 될듯해요
431,폼은 딱 좋은데 팔이 살짝 깁니다 저한테는! 근데 만족스럽습니다
432,무난무난하고 저랑스펙비슷하신분들중 좀크게입으실려면 한치수 업하세요
433,나무랄게 없고 무난하며 핏이 예뻐요 말그대로 스탠다드네요 ㅎㅎ
434,잘 받았습니다~거의 셋업수트 상의 디자인이네요
435,딱 베이직하게 입기 좋은 블레이저고 괜찮았어요
436,그냥 깔끔한 블레이저로 입기 딱입니다. 무신사 스탠다드가 기본템은 확실하네요.
437,사이즈도 딱 맞고 신축성도 있어 일상생활에도 불편함 없이 입을 수 있을것 같아 만족스럽습니다
438,기본중에 기본 최고 블레이저 이걸로 모두 사십시요
439,기본 아이템으로 딱좋습니다 핏도 이쁘고 잘입을께요
440,아주 좋았습니다. 사이즈도 L이 맞네요 굿이에요
441,역시 무탠다드 가성비 좋고 깔끔합니다 만족합니다!
442,사이즈 잘 맞았습니다. 가성비 좋게 잘 입을듯해요
443,베이식 블레이저 무탠꺼는 처음사네여 김사합니당
444,가볍게 입기 좋아요 코트안에 입을려고 주문해봐요
445,"사이즈도 좋고, 품질도 좋아요. 팔 길이만 수선하면 딱 좋아요"
446,기본템은 역시 짱이네여 사이즈 너무 만족 하고 핏좋아요
447,크기도 적당하고 색깔도 딱맞아 이뻐요 다른 색도 있으면 좋겠네요
448,사이즈 잘 맞고 좋습니다. 역시 무탠다드는 평타 이상은 하는것 같습니다.
449,기본 아이템으로서 무탠다드 블레이저는 필수인거 같아요 마음에 드네요
450,캐쥬얼룩으로도 결혼식 등의 복장으로도 맘에듭니다. 사이즈 오버느낌은 아니에요
451,옷 사이즈가 생각한 그대로고 핏도 이쁘네요 자주입을거같아요
452,기본 블래이저로 어디에 입어도 무난하고 이뻐오
453,본 스펙에는 라지가 좋은거같아요 출퇴근용으로 좋아요
454,활용하기 좋아요. 두께도 적당하고 맞춤 옷 같아요.
455,배송도 빠르고 데일리로 입기 정말 좋은거같아요 !
456,가격이 저렴해서 재질에 대한 기대가 없었는데 받고보니 좋습니다. 가성비 지리네요. 블레이져 필요하시면 이거로 입문하세요.
457,L시켰다가 조금 작아서 xl로 바꿨어요 베이식해서 좋아요
458,남자 필수템 블레이저 처음 사봤는데 핏도 좋고 깔끔합니다
459,무난하게 어디에 입어도 잘 어울리는 자켓입니다!
460,대학원 면접을 위해 처음으로 구매한 블레이저입니다. 처음에는 M을 구매하였는데 너무 딱 맞아서 이걸 L로 주문해야하나 고민했습니다. 면접관님에게 너무 오버핏으로 보이면 안될 것 같다는 생각이었지만 결국 교환하였고 L로 교환하길 정말 잘했다고 느낍니다.
461,예의 차릴때 입으려고 하나 샀습니다 무난하네요 조금 끼는 느낌도 있어요
